UKHSA_region,specimen_date,n,percent,sgtf,total,conf_low,conf_high
East Midlands,15/11/2021,2374,99.83,Cases with confirmed S-gene,2378,99.53829473,99.94610222
East Midlands,15/11/2021,4,0.17,Cases with confirmed SGTF,2378,0.053897781,0.461705271
East Midlands,16/11/2021,2031,100,Cases with confirmed S-gene,2031,99.76464216,100
East Midlands,17/11/2021,2133,99.86,Cases with confirmed S-gene,2136,99.55335812,99.96371996
East Midlands,17/11/2021,3,0.14,Cases with confirmed SGTF,2136,0.036280039,0.446641882
East Midlands,18/11/2021,2027,99.9,Cases with confirmed S-gene,2029,99.60326261,99.98292483
East Midlands,18/11/2021,2,0.1,Cases with confirmed SGTF,2029,0.017075166,0.396737391
East Midlands,19/11/2021,2105,99.76,Cases with confirmed S-gene,2110,99.41353749,99.91272641
East Midlands,19/11/2021,5,0.24,Cases with confirmed SGTF,2110,0.087273585,0.586462514
East Midlands,20/11/2021,1958,100,Cases with confirmed S-gene,1958,99.7558847,100
East Midlands,21/11/2021,2057,99.71,Cases with confirmed S-gene,2063,99.33392293,99.88171821
East Midlands,21/11/2021,6,0.29,Cases with confirmed SGTF,2063,0.118281793,0.666077069
East Midlands,22/11/2021,2772,99.96,Cases with confirmed S-gene,2773,99.76611795,99.99811753
East Midlands,22/11/2021,1,0.04,Cases with confirmed SGTF,2773,0.001882472,0.233882049
East Midlands,23/11/2021,2733,99.85,Cases with confirmed S-gene,2737,99.59875255,99.95317329
East Midlands,23/11/2021,4,0.15,Cases with confirmed SGTF,2737,0.046826714,0.401247445
East Midlands,24/11/2021,1895,99.79,Cases with confirmed S-gene,1899,99.4221176,99.93250289
East Midlands,24/11/2021,4,0.21,Cases with confirmed SGTF,1899,0.067497111,0.577882404
East Midlands,25/11/2021,2078,99.86,Cases with confirmed S-gene,2081,99.54157868,99.96276091
East Midlands,25/11/2021,3,0.14,Cases with confirmed SGTF,2081,0.037239094,0.458421322
East Midlands,26/11/2021,1292,99.54,Cases with confirmed S-gene,1298,98.94284987,99.81195606
East Midlands,26/11/2021,6,0.46,Cases with confirmed SGTF,1298,0.188043944,1.057150129
East Midlands,27/11/2021,1039,99.62,Cases with confirmed S-gene,1043,98.94993549,99.87707574
East Midlands,27/11/2021,4,0.38,Cases with confirmed SGTF,1043,0.12292426,1.050064511
East Midlands,28/11/2021,1140,99.74,Cases with confirmed S-gene,1143,99.16683217,99.93218982
East Midlands,28/11/2021,3,0.26,Cases with confirmed SGTF,1143,0.067810185,0.833167831
East Midlands,29/11/2021,1933,99.23,Cases with confirmed S-gene,1948,98.70159912,99.55215815
East Midlands,29/11/2021,15,0.77,Cases with confirmed SGTF,1948,0.447841853,1.298400877
East Midlands,30/11/2021,1637,99.45,Cases with confirmed S-gene,1646,98.92455697,99.73292395
East Midlands,30/11/2021,9,0.55,Cases with confirmed SGTF,1646,0.26707605,1.075443033
East Midlands,01/12/2021,1584,99.44,Cases with confirmed S-gene,1593,98.88889716,99.72403035
East Midlands,01/12/2021,9,0.56,Cases with confirmed SGTF,1593,0.275969651,1.111102841
East Midlands,02/12/2021,1215,98.3,Cases with confirmed S-gene,1236,97.36806636,98.91814034
East Midlands,02/12/2021,21,1.7,Cases with confirmed SGTF,1236,1.081859665,2.631933644
East Midlands,03/12/2021,1084,96.1,Cases with confirmed S-gene,1128,94.75386087,97.1196601
East Midlands,03/12/2021,44,3.9,Cases with confirmed SGTF,1128,2.880339896,5.246139127
East Midlands,04/12/2021,1891,98.75,Cases with confirmed S-gene,1915,98.11087558,99.17739091
East Midlands,04/12/2021,24,1.25,Cases with confirmed SGTF,1915,0.822609089,1.889124421
East Midlands,05/12/2021,1778,99.16,Cases with confirmed S-gene,1793,98.58973973,99.51339631
East Midlands,05/12/2021,15,0.84,Cases with confirmed SGTF,1793,0.486603694,1.410260271
East Midlands,06/12/2021,1384,96.18,Cases with confirmed S-gene,1439,95.01913039,97.08223418
East Midlands,06/12/2021,55,3.82,Cases with confirmed SGTF,1439,2.917765823,4.980869605
East Midlands,07/12/2021,2091,93.77,Cases with confirmed S-gene,2230,92.66213443,94.71761803
East Midlands,07/12/2021,139,6.23,Cases with confirmed SGTF,2230,5.282381972,7.337865575
East Midlands,08/12/2021,1361,92.96,Cases with confirmed S-gene,1464,91.50191705,94.19632813
East Midlands,08/12/2021,103,7.04,Cases with confirmed SGTF,1464,5.80367187,8.498082954
East Midlands,09/12/2021,2184,89.47,Cases with confirmed S-gene,2441,88.16983681,90.64709756
East Midlands,09/12/2021,257,10.53,Cases with confirmed SGTF,2441,9.352902437,11.83016319
East Midlands,10/12/2021,2148,85.65,Cases with confirmed S-gene,2508,84.19846413,86.98279086
East Midlands,10/12/2021,360,14.35,Cases with confirmed SGTF,2508,13.01720914,15.80153587
East Midlands,11/12/2021,1829,82.02,Cases with confirmed S-gene,2230,80.34620861,83.5779988
East Midlands,11/12/2021,401,17.98,Cases with confirmed SGTF,2230,16.4220012,19.65379139
East Midlands,12/12/2021,1074,73.11,Cases with confirmed S-gene,1469,70.75065096,75.34890615
East Midlands,12/12/2021,395,26.89,Cases with confirmed SGTF,1469,24.65109385,29.24934904
East Midlands,13/12/2021,2023,62.13,Cases with confirmed S-gene,3256,60.43650488,63.79753916
East Midlands,13/12/2021,1233,37.87,Cases with confirmed SGTF,3256,36.20246084,39.56349512
East Midlands,14/12/2021,1662,49.36,Cases with confirmed S-gene,3367,47.65957931,51.0647876
East Midlands,14/12/2021,1705,50.64,Cases with confirmed SGTF,3367,48.9352124,52.34042069
East Midlands,15/12/2021,1550,37.69,Cases with confirmed S-gene,4113,36.20449091,39.18945496
East Midlands,15/12/2021,2563,62.31,Cases with confirmed SGTF,4113,60.81054504,63.79550909
East Midlands,16/12/2021,1445,36.22,Cases with confirmed S-gene,3990,34.7257426,37.73207484
East Midlands,16/12/2021,2545,63.78,Cases with confirmed SGTF,3990,62.26792516,65.2742574
East Midlands,17/12/2021,1215,33.12,Cases with confirmed S-gene,3669,31.59735704,34.66885914
East Midlands,17/12/2021,2454,66.88,Cases with confirmed SGTF,3669,65.33114086,68.40264296
East Midlands,18/12/2021,1019,29.54,Cases with confirmed S-gene,3449,28.03132138,31.10421773
East Midlands,18/12/2021,2430,70.46,Cases with confirmed SGTF,3449,68.89578227,71.96867862
East Midlands,19/12/2021,960,26,Cases with confirmed S-gene,3692,24.59941692,27.45528065
East Midlands,19/12/2021,2732,74,Cases with confirmed SGTF,3692,72.54471935,75.40058308
East Midlands,20/12/2021,993,20.32,Cases with confirmed S-gene,4887,19.20459215,21.48088383
East Midlands,20/12/2021,3894,79.68,Cases with confirmed SGTF,4887,78.51911617,80.79540785
East Midlands,21/12/2021,825,14.58,Cases with confirmed S-gene,5659,13.67454484,15.53106872
East Midlands,21/12/2021,4834,85.42,Cases with confirmed SGTF,5659,84.46893128,86.32545516
East Midlands,22/12/2021,805,12.8,Cases with confirmed S-gene,6290,11.98743392,13.65459998
East Midlands,22/12/2021,5485,87.2,Cases with confirmed SGTF,6290,86.34540002,88.01256608
East Midlands,23/12/2021,743,11.78,Cases with confirmed S-gene,6308,10.99867248,12.60570204
East Midlands,23/12/2021,5565,88.22,Cases with confirmed SGTF,6308,87.39429796,89.00132752
East Midlands,24/12/2021,552,9.75,Cases with confirmed S-gene,5664,8.991940459,10.55477376
East Midlands,24/12/2021,5112,90.25,Cases with confirmed SGTF,5664,89.44522624,91.00805954
East Midlands,25/12/2021,93,8.29,Cases with confirmed S-gene,1122,6.773802018,10.09620085
East Midlands,25/12/2021,1029,91.71,Cases with confirmed SGTF,1122,89.90379915,93.22619798
East Midlands,26/12/2021,133,8.2,Cases with confirmed S-gene,1621,6.937071167,9.674722263
East Midlands,26/12/2021,1488,91.8,Cases with confirmed SGTF,1621,90.32527774,93.06292883
East of England,01/11/2021,1299,100,Cases with confirmed S-gene,1299,99.63241095,100
East of England,02/11/2021,1173,99.83,Cases with confirmed S-gene,1175,99.31595025,99.97051217
East of England,02/11/2021,2,0.17,Cases with confirmed SGTF,1175,0.029487829,0.684049747
East of England,03/11/2021,1557,99.94,Cases with confirmed S-gene,1558,99.5841999,99.99664945
East of England,03/11/2021,1,0.06,Cases with confirmed SGTF,1558,0.00335055,0.415800095
East of England,04/11/2021,1102,99.82,Cases with confirmed S-gene,1104,99.27212675,99.96861539
East of England,04/11/2021,2,0.18,Cases with confirmed SGTF,1104,0.03138461,0.727873253
East of England,05/11/2021,1009,99.51,Cases with confirmed S-gene,1014,98.78262937,99.81832323
East of England,05/11/2021,5,0.49,Cases with confirmed SGTF,1014,0.181676768,1.217370629
East of England,06/11/2021,1096,100,Cases with confirmed S-gene,1096,99.56456691,100
East of England,07/11/2021,1208,100,Cases with confirmed S-gene,1208,99.6048088,100
East of England,08/11/2021,1877,100,Cases with confirmed S-gene,1877,99.74537191,100
East of England,09/11/2021,2042,99.95,Cases with confirmed S-gene,2043,99.68271346,99.99744487
East of England,09/11/2021,1,0.05,Cases with confirmed SGTF,2043,0.002555126,0.317286544
East of England,10/11/2021,1945,99.9,Cases with confirmed S-gene,1947,99.58658999,99.98220562
East of England,10/11/2021,2,0.1,Cases with confirmed SGTF,1947,0.017794385,0.413410006
East of England,11/11/2021,2033,100,Cases with confirmed S-gene,2033,99.76487326,100
East of England,12/11/2021,1820,100,Cases with confirmed S-gene,1820,99.73741428,100
East of England,13/11/2021,1733,99.94,Cases with confirmed S-gene,1734,99.62630481,99.99698954
East of England,13/11/2021,1,0.06,Cases with confirmed SGTF,1734,0.003010463,0.373695186
East of England,14/11/2021,1677,100,Cases with confirmed S-gene,1677,99.71507498,100
East of England,15/11/2021,3147,99.9,Cases with confirmed S-gene,3150,99.69693197,99.97540019
East of England,15/11/2021,3,0.1,Cases with confirmed SGTF,3150,0.024599808,0.303068032
East of England,16/11/2021,2062,100,Cases with confirmed S-gene,2062,99.76817387,100
East of England,17/11/2021,2112,100,Cases with confirmed S-gene,2112,99.7736521,100
East of England,18/11/2021,2148,99.95,Cases with confirmed S-gene,2149,99.6983342,99.99757091
East of England,18/11/2021,1,0.05,Cases with confirmed SGTF,2149,0.002429091,0.301665803
East of England,19/11/2021,1868,99.95,Cases with confirmed S-gene,1869,99.65323875,99.99720699
East of England,19/11/2021,1,0.05,Cases with confirmed SGTF,1869,0.002793008,0.34676125
East of England,20/11/2021,2154,99.95,Cases with confirmed S-gene,2155,99.69917252,99.99757767
East of England,20/11/2021,1,0.05,Cases with confirmed SGTF,2155,0.002422328,0.300827477
East of England,21/11/2021,2092,99.9,Cases with confirmed S-gene,2094,99.61555281,99.98345492
East of England,21/11/2021,2,0.1,Cases with confirmed SGTF,2094,0.01654508,0.384447192
East of England,22/11/2021,2378,99.79,Cases with confirmed S-gene,2383,99.48058881,99.92272785
East of England,22/11/2021,5,0.21,Cases with confirmed SGTF,2383,0.077272152,0.519411192
East of England,23/11/2021,2469,99.92,Cases with confirmed S-gene,2471,99.6741071,99.98597942
East of England,23/11/2021,2,0.08,Cases with confirmed SGTF,2471,0.014020579,0.325892899
East of England,24/11/2021,2248,99.91,Cases with confirmed S-gene,2250,99.64215754,99.98460216
East of England,24/11/2021,2,0.09,Cases with confirmed SGTF,2250,0.015397844,0.357842456
East of England,25/11/2021,2895,99.86,Cases with confirmed S-gene,2899,99.62113915,99.95579056
East of England,25/11/2021,4,0.14,Cases with confirmed SGTF,2899,0.044209437,0.37886085
East of England,26/11/2021,1955,99.74,Cases with confirmed S-gene,1960,99.36876451,99.90604468
East of England,26/11/2021,5,0.26,Cases with confirmed SGTF,1960,0.09395532,0.63123549
East of England,27/11/2021,1681,99.59,Cases with confirmed S-gene,1688,99.10686781,99.81816637
East of England,27/11/2021,7,0.41,Cases with confirmed SGTF,1688,0.181833627,0.893132192
East of England,28/11/2021,1724,99.71,Cases with confirmed S-gene,1729,99.2846623,99.89348633
East of England,28/11/2021,5,0.29,Cases with confirmed SGTF,1729,0.106513668,0.715337699
East of England,29/11/2021,2522,99.68,Cases with confirmed S-gene,2530,99.35118185,99.85289784
East of England,29/11/2021,8,0.32,Cases with confirmed SGTF,2530,0.147102158,0.648818153
East of England,30/11/2021,2461,99.56,Cases with confirmed S-gene,2472,99.17909182,99.76579457
East of England,30/11/2021,11,0.44,Cases with confirmed SGTF,2472,0.234205431,0.820908185
East of England,01/12/2021,2360,99.7,Cases with confirmed S-gene,2367,99.36252141,99.87035165
East of England,01/12/2021,7,0.3,Cases with confirmed SGTF,2367,0.129648352,0.637478595
East of England,02/12/2021,2120,99.11,Cases with confirmed S-gene,2139,98.58843207,99.44885417
East of England,02/12/2021,19,0.89,Cases with confirmed SGTF,2139,0.551145829,1.411567927
East of England,03/12/2021,2166,98.68,Cases with confirmed S-gene,2195,98.08229374,99.09727111
East of England,03/12/2021,29,1.32,Cases with confirmed SGTF,2195,0.902728886,1.917706261
East of England,04/12/2021,2568,98.62,Cases with confirmed S-gene,2604,98.06988018,99.01586038
East of England,04/12/2021,36,1.38,Cases with confirmed SGTF,2604,0.984139623,1.930119822
East of England,05/12/2021,2176,97.27,Cases with confirmed S-gene,2237,96.48794429,97.89091818
East of England,05/12/2021,61,2.73,Cases with confirmed SGTF,2237,2.10908182,3.512055711
East of England,06/12/2021,2638,95.2,Cases with confirmed S-gene,2771,94.32048009,95.95212118
East of England,06/12/2021,133,4.8,Cases with confirmed SGTF,2771,4.047878822,5.679519908
East of England,07/12/2021,2277,90.54,Cases with confirmed S-gene,2515,89.30927686,91.63849332
East of England,07/12/2021,238,9.46,Cases with confirmed SGTF,2515,8.361506681,10.69072314
East of England,08/12/2021,2434,86.84,Cases with confirmed S-gene,2803,85.51476913,88.05403617
East of England,08/12/2021,369,13.16,Cases with confirmed SGTF,2803,11.94596383,14.48523087
East of England,09/12/2021,2476,83.03,Cases with confirmed S-gene,2982,81.62473217,84.3522622
East of England,09/12/2021,506,16.97,Cases with confirmed SGTF,2982,15.6477378,18.37526783
East of England,10/12/2021,2962,79.65,Cases with confirmed S-gene,3719,78.3069896,80.9213278
East of England,10/12/2021,757,20.35,Cases with confirmed SGTF,3719,19.0786722,21.6930104
East of England,11/12/2021,2124,75.86,Cases with confirmed S-gene,2800,74.21905751,77.42357858
East of England,11/12/2021,676,24.14,Cases with confirmed SGTF,2800,22.57642142,25.78094249
East of England,12/12/2021,1741,64.7,Cases with confirmed S-gene,2691,62.85291317,66.49903209
East of England,12/12/2021,950,35.3,Cases with confirmed SGTF,2691,33.50096791,37.14708683
East of England,13/12/2021,1836,53.03,Cases with confirmed S-gene,3462,51.35355876,54.70551749
East of England,13/12/2021,1626,46.97,Cases with confirmed SGTF,3462,45.29448251,48.64644124
East of England,14/12/2021,1534,39.84,Cases with confirmed S-gene,3850,38.29566687,41.41306118
East of England,14/12/2021,2316,60.16,Cases with confirmed SGTF,3850,58.58693882,61.70433313
East of England,15/12/2021,1305,34.86,Cases with confirmed S-gene,3744,33.33243525,36.41041972
East of England,15/12/2021,2439,65.14,Cases with confirmed SGTF,3744,63.58958028,66.66756475
East of England,16/12/2021,1193,28.58,Cases with confirmed S-gene,4174,27.21945166,29.98367239
East of England,16/12/2021,2981,71.42,Cases with confirmed SGTF,4174,70.01632761,72.78054834
East of England,17/12/2021,961,25.36,Cases with confirmed S-gene,3789,23.9900175,26.78614854
East of England,17/12/2021,2828,74.64,Cases with confirmed SGTF,3789,73.21385146,76.0099825
East of England,18/12/2021,830,25.28,Cases with confirmed S-gene,3283,23.80959417,26.81228458
East of England,18/12/2021,2453,74.72,Cases with confirmed SGTF,3283,73.18771542,76.19040583
East of England,19/12/2021,735,19.92,Cases with confirmed S-gene,3690,18.6484277,21.25219492
East of England,19/12/2021,2955,80.08,Cases with confirmed SGTF,3690,78.74780508,81.3515723
East of England,20/12/2021,682,17.26,Cases with confirmed S-gene,3952,16.098608,18.47983669
East of England,20/12/2021,3270,82.74,Cases with confirmed SGTF,3952,81.52016331,83.901392
East of England,21/12/2021,712,13.49,Cases with confirmed S-gene,5277,12.58804763,14.45064078
East of England,21/12/2021,4565,86.51,Cases with confirmed SGTF,5277,85.54935922,87.41195237
East of England,22/12/2021,625,10.79,Cases with confirmed S-gene,5791,10.01093249,11.62682903
East of England,22/12/2021,5166,89.21,Cases with confirmed SGTF,5791,88.37317097,89.98906751
East of England,23/12/2021,466,9.17,Cases with confirmed S-gene,5083,8.395596694,10.00246665
East of England,23/12/2021,4617,90.83,Cases with confirmed SGTF,5083,89.99753335,91.60440331
East of England,24/12/2021,469,9.08,Cases with confirmed S-gene,5166,8.315949013,9.902796429
East of England,24/12/2021,4697,90.92,Cases with confirmed SGTF,5166,90.09720357,91.68405099
East of England,25/12/2021,245,8.31,Cases with confirmed S-gene,2950,7.346652779,9.373806733
East of England,25/12/2021,2705,91.69,Cases with confirmed SGTF,2950,90.62619327,92.65334722
East of England,26/12/2021,299,7.59,Cases with confirmed S-gene,3939,6.792306062,8.473115682
East of England,26/12/2021,3640,92.41,Cases with confirmed SGTF,3939,91.52688432,93.20769394
London,01/11/2021,1056,99.91,Cases with confirmed S-gene,1057,99.38787173,99.99506128
London,01/11/2021,1,0.09,Cases with confirmed SGTF,1057,0.004938717,0.612128269
London,02/11/2021,1061,99.81,Cases with confirmed S-gene,1063,99.24416449,99.96740464
London,02/11/2021,2,0.19,Cases with confirmed SGTF,1063,0.032595364,0.755835506
London,03/11/2021,1275,99.84,Cases with confirmed S-gene,1277,99.37040717,99.9728679
London,03/11/2021,2,0.16,Cases with confirmed SGTF,1277,0.027132098,0.629592832
London,04/11/2021,960,99.9,Cases with confirmed S-gene,961,99.32697984,99.9945679
London,04/11/2021,1,0.1,Cases with confirmed SGTF,961,0.005432096,0.673020161
London,05/11/2021,950,99.89,Cases with confirmed S-gene,951,99.31993295,99.99451078
London,05/11/2021,1,0.11,Cases with confirmed SGTF,951,0.005489219,0.680067051
London,06/11/2021,635,99.69,Cases with confirmed S-gene,637,98.74204569,99.94559875
London,06/11/2021,2,0.31,Cases with confirmed SGTF,637,0.054401246,1.257954308
London,07/11/2021,593,100,Cases with confirmed S-gene,593,99.19762331,100
London,08/11/2021,1309,99.62,Cases with confirmed S-gene,1314,99.05955801,99.85982637
London,08/11/2021,5,0.38,Cases with confirmed SGTF,1314,0.14017363,0.940441988
London,09/11/2021,1463,99.86,Cases with confirmed S-gene,1465,99.45096749,99.97635022
London,09/11/2021,2,0.14,Cases with confirmed SGTF,1465,0.023649785,0.549032509
London,10/11/2021,1167,100,Cases with confirmed S-gene,1167,99.59097067,100
London,11/11/2021,1151,99.91,Cases with confirmed S-gene,1152,99.4381738,99.99546857
London,11/11/2021,1,0.09,Cases with confirmed SGTF,1152,0.004531429,0.561826203
London,12/11/2021,1022,99.8,Cases with confirmed S-gene,1024,99.21549687,99.96616295
London,12/11/2021,2,0.2,Cases with confirmed SGTF,1024,0.033837051,0.784503135
London,13/11/2021,1119,99.82,Cases with confirmed S-gene,1121,99.28312325,99.96909143
London,13/11/2021,2,0.18,Cases with confirmed SGTF,1121,0.030908569,0.716876753
London,14/11/2021,679,99.85,Cases with confirmed S-gene,680,99.0505149,99.99232303
London,14/11/2021,1,0.15,Cases with confirmed SGTF,680,0.00767697,0.949485095
London,15/11/2021,1660,99.82,Cases with confirmed S-gene,1663,99.42665989,99.95339845
London,15/11/2021,3,0.18,Cases with confirmed SGTF,1663,0.046601551,0.573340113
London,16/11/2021,1652,99.7,Cases with confirmed S-gene,1657,99.253669,99.88885594
London,16/11/2021,5,0.3,Cases with confirmed SGTF,1657,0.111144062,0.746331002
London,17/11/2021,1667,99.82,Cases with confirmed S-gene,1670,99.42905674,99.95359383
London,17/11/2021,3,0.18,Cases with confirmed SGTF,1670,0.046406167,0.570943263
London,18/11/2021,1924,99.79,Cases with confirmed S-gene,1928,99.43078904,99.93351846
London,18/11/2021,4,0.21,Cases with confirmed SGTF,1928,0.06648154,0.569210959
London,19/11/2021,1391,99.71,Cases with confirmed S-gene,1395,99.21402327,99.90810643
London,19/11/2021,4,0.29,Cases with confirmed SGTF,1395,0.091893571,0.785976733
London,20/11/2021,1357,99.93,Cases with confirmed S-gene,1358,99.52314527,99.99615598
London,20/11/2021,1,0.07,Cases with confirmed SGTF,1358,0.003844019,0.476854725
London,21/11/2021,1365,100,Cases with confirmed S-gene,1365,99.65013405,100
London,22/11/2021,1757,99.72,Cases with confirmed S-gene,1762,99.29802335,99.89548207
London,22/11/2021,5,0.28,Cases with confirmed SGTF,1762,0.104517929,0.70197665
London,23/11/2021,1692,99.88,Cases with confirmed S-gene,1694,99.52500152,99.97954767
London,23/11/2021,2,0.12,Cases with confirmed SGTF,1694,0.020452327,0.474998479
London,24/11/2021,1579,99.68,Cases with confirmed S-gene,1584,99.21937736,99.88373127
London,24/11/2021,5,0.32,Cases with confirmed SGTF,1584,0.116268732,0.780622636
London,25/11/2021,1805,99.83,Cases with confirmed S-gene,1808,99.47252863,99.9571367
London,25/11/2021,3,0.17,Cases with confirmed SGTF,1808,0.042863303,0.527471374
London,26/11/2021,1598,99.38,Cases with confirmed S-gene,1608,98.81899369,99.68366942
London,26/11/2021,10,0.62,Cases with confirmed SGTF,1608,0.31633058,1.181006314
London,27/11/2021,1441,99.17,Cases with confirmed S-gene,1453,98.5185254,99.55194025
London,27/11/2021,12,0.83,Cases with confirmed SGTF,1453,0.448059747,1.481474601
London,28/11/2021,1098,99.19,Cases with confirmed S-gene,1107,98.4034635,99.60271913
London,28/11/2021,9,0.81,Cases with confirmed SGTF,1107,0.39728087,1.596536503
London,29/11/2021,2267,99.21,Cases with confirmed S-gene,2285,98.73151731,99.51808518
London,29/11/2021,18,0.79,Cases with confirmed SGTF,2285,0.481914816,1.26848269
London,30/11/2021,1759,98.65,Cases with confirmed S-gene,1783,97.97157344,99.1163838
London,30/11/2021,24,1.35,Cases with confirmed SGTF,1783,0.883616205,2.028426559
London,01/12/2021,1708,98.44,Cases with confirmed S-gene,1735,97.71132569,98.95183225
London,01/12/2021,27,1.56,Cases with confirmed SGTF,1735,1.048167747,2.288674308
London,02/12/2021,1618,97.82,Cases with confirmed S-gene,1654,96.96671869,98.44916982
London,02/12/2021,36,2.18,Cases with confirmed SGTF,1654,1.550830176,3.033281312
London,03/12/2021,1558,96.95,Cases with confirmed S-gene,1607,95.95668076,97.71286121
London,03/12/2021,49,3.05,Cases with confirmed SGTF,1607,2.287138786,4.043319238
London,04/12/2021,1889,94.36,Cases with confirmed S-gene,2002,93.23018811,95.30702783
London,04/12/2021,113,5.64,Cases with confirmed SGTF,2002,4.692972171,6.769811889
London,05/12/2021,1402,89.7,Cases with confirmed S-gene,1563,88.05975864,91.14005188
London,05/12/2021,161,10.3,Cases with confirmed SGTF,1563,8.859948123,11.94024136
London,06/12/2021,2307,86.6,Cases with confirmed S-gene,2664,85.23313888,87.85813346
London,06/12/2021,357,13.4,Cases with confirmed SGTF,2664,12.14186654,14.76686112
London,07/12/2021,2059,75.78,Cases with confirmed S-gene,2717,74.11679719,77.37379547
London,07/12/2021,658,24.22,Cases with confirmed SGTF,2717,22.62620453,25.88320281
London,08/12/2021,2008,65.13,Cases with confirmed S-gene,3083,63.41491209,66.80979534
London,08/12/2021,1075,34.87,Cases with confirmed SGTF,3083,33.19020466,36.58508791
London,09/12/2021,2291,59.86,Cases with confirmed S-gene,3827,58.28885451,61.41944289
London,09/12/2021,1536,40.14,Cases with confirmed SGTF,3827,38.58055711,41.71114549
London,10/12/2021,2566,55.52,Cases with confirmed S-gene,4622,54.0695951,56.95535691
London,10/12/2021,2056,44.48,Cases with confirmed SGTF,4622,43.04464309,45.9304049
London,11/12/2021,943,48.41,Cases with confirmed S-gene,1948,46.16912236,50.65446251
London,11/12/2021,1005,51.59,Cases with confirmed SGTF,1948,49.34553749,53.83087764
London,12/12/2021,1451,40.46,Cases with confirmed S-gene,3586,38.85366164,42.09274918
London,12/12/2021,2135,59.54,Cases with confirmed SGTF,3586,57.90725082,61.14633836
London,13/12/2021,1684,27.77,Cases with confirmed S-gene,6065,26.64498403,28.9151088
London,13/12/2021,4381,72.23,Cases with confirmed SGTF,6065,71.0848912,73.35501597
London,14/12/2021,1721,20.15,Cases with confirmed S-gene,8543,19.30238539,21.01493247
London,14/12/2021,6822,79.85,Cases with confirmed SGTF,8543,78.98506753,80.69761461
London,15/12/2021,1446,16.1,Cases with confirmed S-gene,8980,15.35130462,16.88279634
London,15/12/2021,7534,83.9,Cases with confirmed SGTF,8980,83.11720366,84.64869538
London,16/12/2021,1456,14,Cases with confirmed S-gene,10401,13.34041016,14.6836727
London,16/12/2021,8945,86,Cases with confirmed SGTF,10401,85.3163273,86.65958984
London,17/12/2021,1066,12.94,Cases with confirmed S-gene,8241,12.22208679,13.6833876
London,17/12/2021,7175,87.06,Cases with confirmed SGTF,8241,86.3166124,87.77791321
London,18/12/2021,956,11.49,Cases with confirmed S-gene,8321,10.81567892,12.19818148
London,18/12/2021,7365,88.51,Cases with confirmed SGTF,8321,87.80181852,89.18432108
London,19/12/2021,671,10.61,Cases with confirmed S-gene,6326,9.864320999,11.39802763
London,19/12/2021,5655,89.39,Cases with confirmed SGTF,6326,88.60197237,90.135679
London,20/12/2021,1022,9.69,Cases with confirmed S-gene,10548,9.134500091,10.27317827
London,20/12/2021,9526,90.31,Cases with confirmed SGTF,10548,89.72682173,90.86549991
London,21/12/2021,1030,7.96,Cases with confirmed S-gene,12933,7.50614432,8.447272215
London,21/12/2021,11903,92.04,Cases with confirmed SGTF,12933,91.55272779,92.49385568
London,22/12/2021,832,6.64,Cases with confirmed S-gene,12536,6.210417127,7.090165179
London,22/12/2021,11704,93.36,Cases with confirmed SGTF,12536,92.90983482,93.78958287
London,23/12/2021,657,5.98,Cases with confirmed S-gene,10985,5.548245475,6.444612465
London,23/12/2021,10328,94.02,Cases with confirmed SGTF,10985,93.55538754,94.45175452
