UKHSA_region,specimen_date,n,percent,sgtf,total,conf_low,conf_high
East Midlands,15/11/2021,2374,99.83,Cases with confirmed S-gene,2378,99.53829473,99.94610222
East Midlands,15/11/2021,4,0.17,Cases with confirmed SGTF,2378,0.053897781,0.461705271
East Midlands,16/11/2021,2031,100,Cases with confirmed S-gene,2031,99.76464216,100
East Midlands,17/11/2021,2133,99.86,Cases with confirmed S-gene,2136,99.55335812,99.96371996
East Midlands,17/11/2021,3,0.14,Cases with confirmed SGTF,2136,0.036280039,0.446641882
East Midlands,18/11/2021,2027,99.9,Cases with confirmed S-gene,2029,99.60326261,99.98292483
East Midlands,18/11/2021,2,0.1,Cases with confirmed SGTF,2029,0.017075166,0.396737391
East Midlands,19/11/2021,2105,99.76,Cases with confirmed S-gene,2110,99.41353749,99.91272641
East Midlands,19/11/2021,5,0.24,Cases with confirmed SGTF,2110,0.087273585,0.586462514
East Midlands,20/11/2021,1958,100,Cases with confirmed S-gene,1958,99.7558847,100
East Midlands,21/11/2021,2057,99.71,Cases with confirmed S-gene,2063,99.33392293,99.88171821
East Midlands,21/11/2021,6,0.29,Cases with confirmed SGTF,2063,0.118281793,0.666077069
East Midlands,22/11/2021,2773,99.96,Cases with confirmed S-gene,2774,99.76620214,99.99811821
East Midlands,22/11/2021,1,0.04,Cases with confirmed SGTF,2774,0.001881793,0.23379786
East Midlands,23/11/2021,2733,99.85,Cases with confirmed S-gene,2737,99.59875255,99.95317329
East Midlands,23/11/2021,4,0.15,Cases with confirmed SGTF,2737,0.046826714,0.401247445
East Midlands,24/11/2021,1895,99.79,Cases with confirmed S-gene,1899,99.4221176,99.93250289
East Midlands,24/11/2021,4,0.21,Cases with confirmed SGTF,1899,0.067497111,0.577882404
East Midlands,25/11/2021,2078,99.86,Cases with confirmed S-gene,2081,99.54157868,99.96276091
East Midlands,25/11/2021,3,0.14,Cases with confirmed SGTF,2081,0.037239094,0.458421322
East Midlands,26/11/2021,1292,99.54,Cases with confirmed S-gene,1298,98.94284987,99.81195606
East Midlands,26/11/2021,6,0.46,Cases with confirmed SGTF,1298,0.188043944,1.057150129
East Midlands,27/11/2021,1039,99.62,Cases with confirmed S-gene,1043,98.94993549,99.87707574
East Midlands,27/11/2021,4,0.38,Cases with confirmed SGTF,1043,0.12292426,1.050064511
East Midlands,28/11/2021,1140,99.74,Cases with confirmed S-gene,1143,99.16683217,99.93218982
East Midlands,28/11/2021,3,0.26,Cases with confirmed SGTF,1143,0.067810185,0.833167831
East Midlands,29/11/2021,1933,99.23,Cases with confirmed S-gene,1948,98.70159912,99.55215815
East Midlands,29/11/2021,15,0.77,Cases with confirmed SGTF,1948,0.447841853,1.298400877
East Midlands,30/11/2021,1637,99.45,Cases with confirmed S-gene,1646,98.92455697,99.73292395
East Midlands,30/11/2021,9,0.55,Cases with confirmed SGTF,1646,0.26707605,1.075443033
East Midlands,01/12/2021,1585,99.44,Cases with confirmed S-gene,1594,98.88959186,99.72420363
East Midlands,01/12/2021,9,0.56,Cases with confirmed SGTF,1594,0.275796369,1.110408139
East Midlands,02/12/2021,1215,98.3,Cases with confirmed S-gene,1236,97.36806636,98.91814034
East Midlands,02/12/2021,21,1.7,Cases with confirmed SGTF,1236,1.081859665,2.631933644
East Midlands,03/12/2021,1084,96.1,Cases with confirmed S-gene,1128,94.75386087,97.1196601
East Midlands,03/12/2021,44,3.9,Cases with confirmed SGTF,1128,2.880339896,5.246139127
East Midlands,04/12/2021,1891,98.75,Cases with confirmed S-gene,1915,98.11087558,99.17739091
East Midlands,04/12/2021,24,1.25,Cases with confirmed SGTF,1915,0.822609089,1.889124421
East Midlands,05/12/2021,1778,99.16,Cases with confirmed S-gene,1793,98.58973973,99.51339631
East Midlands,05/12/2021,15,0.84,Cases with confirmed SGTF,1793,0.486603694,1.410260271
East Midlands,06/12/2021,1385,96.18,Cases with confirmed S-gene,1440,95.02256644,97.08426833
East Midlands,06/12/2021,55,3.82,Cases with confirmed SGTF,1440,2.915731673,4.97743356
East Midlands,07/12/2021,2092,93.77,Cases with confirmed S-gene,2231,92.66540288,94.71999646
East Midlands,07/12/2021,139,6.23,Cases with confirmed SGTF,2231,5.280003542,7.334597125
East Midlands,08/12/2021,1362,92.97,Cases with confirmed S-gene,1465,91.50766881,94.20031263
East Midlands,08/12/2021,103,7.03,Cases with confirmed SGTF,1465,5.799687373,8.492331195
East Midlands,09/12/2021,2185,89.48,Cases with confirmed S-gene,2442,88.17464436,90.65095069
East Midlands,09/12/2021,257,10.52,Cases with confirmed SGTF,2442,9.349049307,11.82535564
East Midlands,10/12/2021,2147,85.64,Cases with confirmed S-gene,2507,84.19221665,86.97756082
East Midlands,10/12/2021,360,14.36,Cases with confirmed SGTF,2507,13.02243918,15.80778335
East Midlands,11/12/2021,1830,82.06,Cases with confirmed S-gene,2230,80.39252133,83.62121428
East Midlands,11/12/2021,400,17.94,Cases with confirmed SGTF,2230,16.37878572,19.60747867
East Midlands,12/12/2021,1073,73.09,Cases with confirmed S-gene,1468,70.73106196,75.33187526
East Midlands,12/12/2021,395,26.91,Cases with confirmed SGTF,1468,24.66812474,29.26893804
East Midlands,13/12/2021,2024,62.16,Cases with confirmed S-gene,3256,60.46744458,63.82795143
East Midlands,13/12/2021,1232,37.84,Cases with confirmed SGTF,3256,36.17204857,39.53255542
East Midlands,14/12/2021,1661,49.35,Cases with confirmed S-gene,3366,47.64430445,51.05000924
East Midlands,14/12/2021,1705,50.65,Cases with confirmed SGTF,3366,48.94999076,52.35569555
East Midlands,15/12/2021,1550,37.64,Cases with confirmed S-gene,4118,36.16003117,39.1424587
East Midlands,15/12/2021,2568,62.36,Cases with confirmed SGTF,4118,60.8575413,63.83996883
East Midlands,16/12/2021,1441,36.23,Cases with confirmed S-gene,3977,34.74094058,37.75253561
East Midlands,16/12/2021,2536,63.77,Cases with confirmed SGTF,3977,62.24746439,65.25905942
East Midlands,17/12/2021,1200,33.05,Cases with confirmed S-gene,3631,31.52376957,34.60987616
East Midlands,17/12/2021,2431,66.95,Cases with confirmed SGTF,3631,65.39012384,68.47623043
East Midlands,18/12/2021,979,29.27,Cases with confirmed S-gene,3345,27.73545951,30.84769273
East Midlands,18/12/2021,2366,70.73,Cases with confirmed SGTF,3345,69.15230727,72.26454049
East Midlands,19/12/2021,926,25.64,Cases with confirmed S-gene,3611,24.23244605,27.10755489
East Midlands,19/12/2021,2685,74.36,Cases with confirmed SGTF,3611,72.89244511,75.76755395
East Midlands,20/12/2021,803,19.94,Cases with confirmed S-gene,4027,18.72314405,21.21553114
East Midlands,20/12/2021,3224,80.06,Cases with confirmed SGTF,4027,78.78446886,81.27685595
East of England,01/11/2021,1299,100,Cases with confirmed S-gene,1299,99.63241095,100
East of England,02/11/2021,1173,99.83,Cases with confirmed S-gene,1175,99.31595025,99.97051217
East of England,02/11/2021,2,0.17,Cases with confirmed SGTF,1175,0.029487829,0.684049747
East of England,03/11/2021,1557,99.94,Cases with confirmed S-gene,1558,99.5841999,99.99664945
East of England,03/11/2021,1,0.06,Cases with confirmed SGTF,1558,0.00335055,0.415800095
East of England,04/11/2021,1102,99.82,Cases with confirmed S-gene,1104,99.27212675,99.96861539
East of England,04/11/2021,2,0.18,Cases with confirmed SGTF,1104,0.03138461,0.727873253
East of England,05/11/2021,1009,99.51,Cases with confirmed S-gene,1014,98.78262937,99.81832323
East of England,05/11/2021,5,0.49,Cases with confirmed SGTF,1014,0.181676768,1.217370629
East of England,06/11/2021,1096,100,Cases with confirmed S-gene,1096,99.56456691,100
East of England,07/11/2021,1208,100,Cases with confirmed S-gene,1208,99.6048088,100
East of England,08/11/2021,1877,100,Cases with confirmed S-gene,1877,99.74537191,100
East of England,09/11/2021,2042,99.95,Cases with confirmed S-gene,2043,99.68271346,99.99744487
East of England,09/11/2021,1,0.05,Cases with confirmed SGTF,2043,0.002555126,0.317286544
East of England,10/11/2021,1945,99.9,Cases with confirmed S-gene,1947,99.58658999,99.98220562
East of England,10/11/2021,2,0.1,Cases with confirmed SGTF,1947,0.017794385,0.413410006
East of England,11/11/2021,2032,100,Cases with confirmed S-gene,2032,99.76475777,100
East of England,12/11/2021,1820,100,Cases with confirmed S-gene,1820,99.73741428,100
East of England,13/11/2021,1733,99.94,Cases with confirmed S-gene,1734,99.62630481,99.99698954
East of England,13/11/2021,1,0.06,Cases with confirmed SGTF,1734,0.003010463,0.373695186
East of England,14/11/2021,1676,100,Cases with confirmed S-gene,1676,99.71490537,100
East of England,15/11/2021,3147,99.9,Cases with confirmed S-gene,3150,99.69693197,99.97540019
East of England,15/11/2021,3,0.1,Cases with confirmed SGTF,3150,0.024599808,0.303068032
East of England,16/11/2021,2062,100,Cases with confirmed S-gene,2062,99.76817387,100
East of England,17/11/2021,2112,100,Cases with confirmed S-gene,2112,99.7736521,100
East of England,18/11/2021,2148,99.95,Cases with confirmed S-gene,2149,99.6983342,99.99757091
East of England,18/11/2021,1,0.05,Cases with confirmed SGTF,2149,0.002429091,0.301665803
East of England,19/11/2021,1868,99.95,Cases with confirmed S-gene,1869,99.65323875,99.99720699
East of England,19/11/2021,1,0.05,Cases with confirmed SGTF,1869,0.002793008,0.34676125
East of England,20/11/2021,2155,99.95,Cases with confirmed S-gene,2156,99.69931179,99.9975788
East of England,20/11/2021,1,0.05,Cases with confirmed SGTF,2156,0.002421205,0.300688209
East of England,21/11/2021,2092,99.9,Cases with confirmed S-gene,2094,99.61555281,99.98345492
East of England,21/11/2021,2,0.1,Cases with confirmed SGTF,2094,0.01654508,0.384447192
East of England,22/11/2021,2379,99.79,Cases with confirmed S-gene,2384,99.48080625,99.92276027
East of England,22/11/2021,5,0.21,Cases with confirmed SGTF,2384,0.077239728,0.519193755
East of England,23/11/2021,2469,99.92,Cases with confirmed S-gene,2471,99.6741071,99.98597942
East of England,23/11/2021,2,0.08,Cases with confirmed SGTF,2471,0.014020579,0.325892899
East of England,24/11/2021,2247,99.91,Cases with confirmed S-gene,2249,99.64199873,99.98459531
East of England,24/11/2021,2,0.09,Cases with confirmed SGTF,2249,0.015404691,0.358001268
East of England,25/11/2021,2895,99.86,Cases with confirmed S-gene,2899,99.62113915,99.95579056
East of England,25/11/2021,4,0.14,Cases with confirmed SGTF,2899,0.044209437,0.37886085
East of England,26/11/2021,1955,99.74,Cases with confirmed S-gene,1960,99.36876451,99.90604468
East of England,26/11/2021,5,0.26,Cases with confirmed SGTF,1960,0.09395532,0.63123549
East of England,27/11/2021,1681,99.59,Cases with confirmed S-gene,1688,99.10686781,99.81816637
East of England,27/11/2021,7,0.41,Cases with confirmed SGTF,1688,0.181833627,0.893132192
East of England,28/11/2021,1724,99.71,Cases with confirmed S-gene,1729,99.2846623,99.89348633
East of England,28/11/2021,5,0.29,Cases with confirmed SGTF,1729,0.106513668,0.715337699
East of England,29/11/2021,2522,99.72,Cases with confirmed S-gene,2529,99.40327412,99.87866014
East of England,29/11/2021,7,0.28,Cases with confirmed SGTF,2529,0.121339855,0.596725877
East of England,30/11/2021,2461,99.56,Cases with confirmed S-gene,2472,99.17909182,99.76579457
East of England,30/11/2021,11,0.44,Cases with confirmed SGTF,2472,0.234205431,0.820908185
East of England,01/12/2021,2359,99.7,Cases with confirmed S-gene,2366,99.36225255,99.87029683
East of England,01/12/2021,7,0.3,Cases with confirmed SGTF,2366,0.129703174,0.637747448
East of England,02/12/2021,2120,99.11,Cases with confirmed S-gene,2139,98.58843207,99.44885417
East of England,02/12/2021,19,0.89,Cases with confirmed SGTF,2139,0.551145829,1.411567927
East of England,03/12/2021,2166,98.68,Cases with confirmed S-gene,2195,98.08229374,99.09727111
East of England,03/12/2021,29,1.32,Cases with confirmed SGTF,2195,0.902728886,1.917706261
East of England,04/12/2021,2568,98.62,Cases with confirmed S-gene,2604,98.06988018,99.01586038
East of England,04/12/2021,36,1.38,Cases with confirmed SGTF,2604,0.984139623,1.930119822
East of England,05/12/2021,2177,97.27,Cases with confirmed S-gene,2238,96.48950665,97.89186309
East of England,05/12/2021,61,2.73,Cases with confirmed SGTF,2238,2.108136907,3.510493354
East of England,06/12/2021,2637,95.16,Cases with confirmed S-gene,2771,94.28162759,95.9189097
East of England,06/12/2021,134,4.84,Cases with confirmed SGTF,2771,4.081090305,5.718372409
East of England,07/12/2021,2276,90.53,Cases with confirmed S-gene,2514,89.30505466,91.63514879
East of England,07/12/2021,238,9.47,Cases with confirmed SGTF,2514,8.364851208,10.69494534
East of England,08/12/2021,2434,86.84,Cases with confirmed S-gene,2803,85.51476913,88.05403617
East of England,08/12/2021,369,13.16,Cases with confirmed SGTF,2803,11.94596383,14.48523087
East of England,09/12/2021,2477,83.04,Cases with confirmed S-gene,2983,81.63083815,84.35754704
East of England,09/12/2021,506,16.96,Cases with confirmed SGTF,2983,15.64245296,18.36916185
East of England,10/12/2021,2963,79.69,Cases with confirmed S-gene,3718,78.3562136,80.9686211
East of England,10/12/2021,755,20.31,Cases with confirmed SGTF,3718,19.0313789,21.6437864
East of England,11/12/2021,2124,75.83,Cases with confirmed S-gene,2801,74.19171066,77.39686211
East of England,11/12/2021,677,24.17,Cases with confirmed SGTF,2801,22.60313789,25.80828934
East of England,12/12/2021,1739,64.67,Cases with confirmed S-gene,2689,62.82568992,66.47378501
East of England,12/12/2021,950,35.33,Cases with confirmed SGTF,2689,33.52621499,37.17431008
East of England,13/12/2021,1838,53.06,Cases with confirmed S-gene,3464,51.38119023,54.73206385
East of England,13/12/2021,1626,46.94,Cases with confirmed SGTF,3464,45.26793615,48.61880977
East of England,14/12/2021,1536,39.88,Cases with confirmed S-gene,3852,38.32706743,41.44405434
East of England,14/12/2021,2316,60.12,Cases with confirmed SGTF,3852,58.55594566,61.67293257
East of England,15/12/2021,1302,34.92,Cases with confirmed S-gene,3729,33.38847062,36.473902
East of England,15/12/2021,2427,65.08,Cases with confirmed SGTF,3729,63.526098,66.61152938
East of England,16/12/2021,1185,28.64,Cases with confirmed S-gene,4138,27.26805617,30.045964
East of England,16/12/2021,2953,71.36,Cases with confirmed SGTF,4138,69.954036,72.73194383
East of England,17/12/2021,916,25.57,Cases with confirmed S-gene,3583,24.14982105,27.03336639
East of England,17/12/2021,2667,74.43,Cases with confirmed SGTF,3583,72.96663361,75.85017895
East of England,18/12/2021,657,24.73,Cases with confirmed S-gene,2657,23.1055954,26.42248553
East of England,18/12/2021,2000,75.27,Cases with confirmed SGTF,2657,73.57751447,76.8944046
East of England,19/12/2021,724,19.98,Cases with confirmed S-gene,3623,18.70000016,21.33113706
East of England,19/12/2021,2899,80.02,Cases with confirmed SGTF,3623,78.66886294,81.29999984
East of England,20/12/2021,566,16.97,Cases with confirmed S-gene,3335,15.72113907,18.29878383
East of England,20/12/2021,2769,83.03,Cases with confirmed SGTF,3335,81.70121617,84.27886093
London,01/11/2021,1056,99.91,Cases with confirmed S-gene,1057,99.38787173,99.99506128
London,01/11/2021,1,0.09,Cases with confirmed SGTF,1057,0.004938717,0.612128269
London,02/11/2021,1061,99.81,Cases with confirmed S-gene,1063,99.24416449,99.96740464
London,02/11/2021,2,0.19,Cases with confirmed SGTF,1063,0.032595364,0.755835506
London,03/11/2021,1275,99.84,Cases with confirmed S-gene,1277,99.37040717,99.9728679
London,03/11/2021,2,0.16,Cases with confirmed SGTF,1277,0.027132098,0.629592832
London,04/11/2021,960,99.9,Cases with confirmed S-gene,961,99.32697984,99.9945679
London,04/11/2021,1,0.1,Cases with confirmed SGTF,961,0.005432096,0.673020161
London,05/11/2021,950,99.89,Cases with confirmed S-gene,951,99.31993295,99.99451078
London,05/11/2021,1,0.11,Cases with confirmed SGTF,951,0.005489219,0.680067051
London,06/11/2021,635,99.69,Cases with confirmed S-gene,637,98.74204569,99.94559875
London,06/11/2021,2,0.31,Cases with confirmed SGTF,637,0.054401246,1.257954308
London,07/11/2021,593,100,Cases with confirmed S-gene,593,99.19762331,100
London,08/11/2021,1309,99.62,Cases with confirmed S-gene,1314,99.05955801,99.85982637
London,08/11/2021,5,0.38,Cases with confirmed SGTF,1314,0.14017363,0.940441988
London,09/11/2021,1463,99.86,Cases with confirmed S-gene,1465,99.45096749,99.97635022
London,09/11/2021,2,0.14,Cases with confirmed SGTF,1465,0.023649785,0.549032509
London,10/11/2021,1167,100,Cases with confirmed S-gene,1167,99.59097067,100
London,11/11/2021,1151,99.91,Cases with confirmed S-gene,1152,99.4381738,99.99546857
London,11/11/2021,1,0.09,Cases with confirmed SGTF,1152,0.004531429,0.561826203
London,12/11/2021,1022,99.8,Cases with confirmed S-gene,1024,99.21549687,99.96616295
London,12/11/2021,2,0.2,Cases with confirmed SGTF,1024,0.033837051,0.784503135
London,13/11/2021,1119,99.82,Cases with confirmed S-gene,1121,99.28312325,99.96909143
London,13/11/2021,2,0.18,Cases with confirmed SGTF,1121,0.030908569,0.716876753
London,14/11/2021,679,99.85,Cases with confirmed S-gene,680,99.0505149,99.99232303
London,14/11/2021,1,0.15,Cases with confirmed SGTF,680,0.00767697,0.949485095
London,15/11/2021,1660,99.82,Cases with confirmed S-gene,1663,99.42665989,99.95339845
London,15/11/2021,3,0.18,Cases with confirmed SGTF,1663,0.046601551,0.573340113
London,16/11/2021,1652,99.7,Cases with confirmed S-gene,1657,99.253669,99.88885594
London,16/11/2021,5,0.3,Cases with confirmed SGTF,1657,0.111144062,0.746331002
London,17/11/2021,1668,99.82,Cases with confirmed S-gene,1671,99.42939751,99.95362161
London,17/11/2021,3,0.18,Cases with confirmed SGTF,1671,0.046378389,0.570602491
London,18/11/2021,1922,99.79,Cases with confirmed S-gene,1926,99.43019937,99.9334494
London,18/11/2021,4,0.21,Cases with confirmed SGTF,1926,0.066550597,0.569800627
London,19/11/2021,1391,99.71,Cases with confirmed S-gene,1395,99.21402327,99.90810643
London,19/11/2021,4,0.29,Cases with confirmed SGTF,1395,0.091893571,0.785976733
London,20/11/2021,1357,99.93,Cases with confirmed S-gene,1358,99.52314527,99.99615598
London,20/11/2021,1,0.07,Cases with confirmed SGTF,1358,0.003844019,0.476854725
London,21/11/2021,1365,100,Cases with confirmed S-gene,1365,99.65013405,100
London,22/11/2021,1757,99.72,Cases with confirmed S-gene,1762,99.29802335,99.89548207
London,22/11/2021,5,0.28,Cases with confirmed SGTF,1762,0.104517929,0.70197665
London,23/11/2021,1692,99.88,Cases with confirmed S-gene,1694,99.52500152,99.97954767
London,23/11/2021,2,0.12,Cases with confirmed SGTF,1694,0.020452327,0.474998479
London,24/11/2021,1579,99.68,Cases with confirmed S-gene,1584,99.21937736,99.88373127
London,24/11/2021,5,0.32,Cases with confirmed SGTF,1584,0.116268732,0.780622636
London,25/11/2021,1804,99.83,Cases with confirmed S-gene,1807,99.47223744,99.95711297
London,25/11/2021,3,0.17,Cases with confirmed SGTF,1807,0.042887029,0.527762563
London,26/11/2021,1598,99.38,Cases with confirmed S-gene,1608,98.81899369,99.68366942
London,26/11/2021,10,0.62,Cases with confirmed SGTF,1608,0.31633058,1.181006314
London,27/11/2021,1441,99.17,Cases with confirmed S-gene,1453,98.5185254,99.55194025
London,27/11/2021,12,0.83,Cases with confirmed SGTF,1453,0.448059747,1.481474601
London,28/11/2021,1098,99.19,Cases with confirmed S-gene,1107,98.4034635,99.60271913
London,28/11/2021,9,0.81,Cases with confirmed SGTF,1107,0.39728087,1.596536503
London,29/11/2021,2267,99.21,Cases with confirmed S-gene,2285,98.73151731,99.51808518
London,29/11/2021,18,0.79,Cases with confirmed SGTF,2285,0.481914816,1.26848269
London,30/11/2021,1759,98.65,Cases with confirmed S-gene,1783,97.97157344,99.1163838
London,30/11/2021,24,1.35,Cases with confirmed SGTF,1783,0.883616205,2.028426559
London,01/12/2021,1708,98.44,Cases with confirmed S-gene,1735,97.71132569,98.95183225
London,01/12/2021,27,1.56,Cases with confirmed SGTF,1735,1.048167747,2.288674308
London,02/12/2021,1618,97.82,Cases with confirmed S-gene,1654,96.96671869,98.44916982
London,02/12/2021,36,2.18,Cases with confirmed SGTF,1654,1.550830176,3.033281312
London,03/12/2021,1558,96.95,Cases with confirmed S-gene,1607,95.95668076,97.71286121
London,03/12/2021,49,3.05,Cases with confirmed SGTF,1607,2.287138786,4.043319238
London,04/12/2021,1889,94.36,Cases with confirmed S-gene,2002,93.23018811,95.30702783
London,04/12/2021,113,5.64,Cases with confirmed SGTF,2002,4.692972171,6.769811889
London,05/12/2021,1402,89.7,Cases with confirmed S-gene,1563,88.05975864,91.14005188
London,05/12/2021,161,10.3,Cases with confirmed SGTF,1563,8.859948123,11.94024136
London,06/12/2021,2307,86.6,Cases with confirmed S-gene,2664,85.23313888,87.85813346
London,06/12/2021,357,13.4,Cases with confirmed SGTF,2664,12.14186654,14.76686112
London,07/12/2021,2059,75.78,Cases with confirmed S-gene,2717,74.11679719,77.37379547
London,07/12/2021,658,24.22,Cases with confirmed SGTF,2717,22.62620453,25.88320281
London,08/12/2021,2009,65.14,Cases with confirmed S-gene,3084,63.42661441,66.82068956
London,08/12/2021,1075,34.86,Cases with confirmed SGTF,3084,33.17931044,36.57338559
London,09/12/2021,2289,59.84,Cases with confirmed S-gene,3825,58.26733877,61.39901849
London,09/12/2021,1536,40.16,Cases with confirmed SGTF,3825,38.60098151,41.73266123
London,10/12/2021,2567,55.51,Cases with confirmed S-gene,4624,54.06751934,56.95266809
London,10/12/2021,2057,44.49,Cases with confirmed SGTF,4624,43.04733191,45.93248066
London,11/12/2021,943,48.41,Cases with confirmed S-gene,1948,46.16912236,50.65446251
London,11/12/2021,1005,51.59,Cases with confirmed SGTF,1948,49.34553749,53.83087764
London,12/12/2021,1449,40.44,Cases with confirmed S-gene,3583,38.83121046,42.07138493
London,12/12/2021,2134,59.56,Cases with confirmed SGTF,3583,57.92861507,61.16878954
London,13/12/2021,1681,27.74,Cases with confirmed S-gene,6059,26.62270402,28.89340989
London,13/12/2021,4378,72.26,Cases with confirmed SGTF,6059,71.10659011,73.37729598
London,14/12/2021,1713,20.12,Cases with confirmed S-gene,8512,19.28058392,20.99561544
London,14/12/2021,6799,79.88,Cases with confirmed SGTF,8512,79.00438456,80.71941608
London,15/12/2021,1435,16.08,Cases with confirmed S-gene,8926,15.32374911,16.85891195
London,15/12/2021,7491,83.92,Cases with confirmed SGTF,8926,83.14108805,84.67625089
London,16/12/2021,1434,14.06,Cases with confirmed S-gene,10196,13.39825371,14.75768897
London,16/12/2021,8762,85.94,Cases with confirmed SGTF,10196,85.24231103,86.60174629
London,17/12/2021,947,13.04,Cases with confirmed S-gene,7265,12.27367692,13.83594042
London,17/12/2021,6318,86.96,Cases with confirmed SGTF,7265,86.16405958,87.72632308
London,18/12/2021,507,11.49,Cases with confirmed S-gene,4414,10.56792348,12.47222098
London,18/12/2021,3907,88.51,Cases with confirmed SGTF,4414,87.52777902,89.43207652
London,19/12/2021,600,10.31,Cases with confirmed S-gene,5817,9.550700875,11.13144565
London,19/12/2021,5217,89.69,Cases with confirmed SGTF,5817,88.86855435,90.44929912
London,20/12/2021,649,9.8,Cases with confirmed S-gene,6621,9.101762803,10.54963571
London,20/12/2021,5972,90.2,Cases with confirmed SGTF,6621,89.45036429,90.8982372
North East,01/11/2021,1701,99.94,Cases with confirmed S-gene,1702,99.61929553,99.99693294
North East,01/11/2021,1,0.06,Cases with confirmed SGTF,1702,0.003067065,0.380704467
North East,02/11/2021,477,100,Cases with confirmed S-gene,477,99.00407223,100
North East,03/11/2021,905,100,Cases with confirmed S-gene,905,99.4730616,100
North East,04/11/2021,628,100,Cases with confirmed S-gene,628,99.24206686,100
North East,05/11/2021,706,100,Cases with confirmed S-gene,706,99.32534632,100
North East,06/11/2021,527,100,Cases with confirmed S-gene,527,99.09787115,100
North East,07/11/2021,439,100,Cases with confirmed S-gene,439,98.91862048,100
North East,08/11/2021,1116,100,Cases with confirmed S-gene,1116,99.5723433,100
North East,09/11/2021,994,99.9,Cases with confirmed S-gene,995,99.34988406,99.99475353
North East,09/11/2021,1,0.1,Cases with confirmed SGTF,995,0.005246469,0.650115941
North East,10/11/2021,1088,100,Cases with confirmed S-gene,1088,99.56137658,100
North East,11/11/2021,1158,100,Cases with confirmed S-gene,1158,99.58780232,100
North East,12/11/2021,1155,99.91,Cases with confirmed S-gene,1156,99.44011103,99.99548425
North East,12/11/2021,1,0.09,Cases with confirmed SGTF,1156,0.004515749,0.55988897
North East,13/11/2021,839,100,Cases with confirmed S-gene,839,99.43180097,100
North East,14/11/2021,864,100,Cases with confirmed S-gene,864,99.44816833,100
North East,15/11/2021,1176,100,Cases with confirmed S-gene,1176,99.59409069,100
North East,16/11/2021,1080,100,Cases with confirmed S-gene,1080,99.55813916,100
North East,17/11/2021,1467,100,Cases with confirmed S-gene,1467,99.67439587,100
North East,18/11/2021,1333,99.85,Cases with confirmed S-gene,1335,99.39767341,99.97404687
North East,18/11/2021,2,0.15,Cases with confirmed SGTF,1335,0.025953134,0.60232659
North East,19/11/2021,1197,100,Cases with confirmed S-gene,1197,99.60118888,100
North East,20/11/2021,1025,100,Cases with confirmed S-gene,1025,99.53451906,100
North East,21/11/2021,938,100,Cases with confirmed S-gene,938,99.4915235,100
North East,22/11/2021,1464,100,Cases with confirmed S-gene,1464,99.67373042,100
North East,23/11/2021,1345,100,Cases with confirmed S-gene,1345,99.64494656,100
North East,24/11/2021,1306,100,Cases with confirmed S-gene,1306,99.63437534,100
North East,25/11/2021,1196,99.92,Cases with confirmed S-gene,1197,99.4592237,99.99563893
North East,25/11/2021,1,0.08,Cases with confirmed SGTF,1197,0.004361069,0.540776305
North East,26/11/2021,1044,100,Cases with confirmed S-gene,1044,99.54295906,100
North East,27/11/2021,585,100,Cases with confirmed S-gene,585,99.18672301,100
North East,28/11/2021,1159,99.91,Cases with confirmed S-gene,1160,99.44203495,99.99549982
North East,28/11/2021,1,0.09,Cases with confirmed SGTF,1160,0.004500177,0.557965051
